Id,SalePrice
1635,177075.7
1636,150725.23
1637,181707.02
1638,227517.12
1639,191039.81
1640,265553.88
1641,184712.84
1642,227920.67
1643,236476.11
1644,229742.38
1645,194065.88
1646,159276.22
1647,169028.05
1648,133736.67
1649,133873.58
1650,113998.266
1651,125941.04
1652,100983.625
1653,98927.01
1654,157622.88
1655,155704.2
1656,152342.1
1657,150651.67
1658,159757.11
1659,139713.1
1660,151553.89
1661,487151.66
1662,441717.1
1663,399147.9
1664,265773.6
1665,319007.56
1666,338273.2
1667,403959.8
1668,339884.66
1669,317122.72
1670,349423.34
1671,260096.33
1672,431110.47
1673,299270.78
1674,244768.25
1675,177177.05
1676,176266.08
1677,198773.19
1678,309657.16
1679,380943.28
1680,336638.84
1681,259811.53
1682,318981.5
1683,188965.61
1684,184723.95
1685,178500.42
1686,168799.6
1687,169385.67
1688,186877.83
1689,193451.98
1690,194423.8
1691,180523.84
1692,287077.3
1693,171350.97
1694,182525.33
1695,164453.14
1696,285215.94
1697,176539.39
1698,393301.44
1699,322354.53
1700,258175.17
1701,271282.47
1702,255850.0
1703,241503.05
1704,288130.12
1705,251434.25
1706,300066.94
1707,209687.44
1708,200586.34
1709,291814.6
1710,226808.16
1711,274102.03
1712,263261.75
1713,257838.2
1714,222961.98
1715,200825.77
1716,186020.22
1717,173428.78
1718,132658.4
1719,205390.03
1720,249203.78
1721,173555.84
1722,133130.81
1723,152129.11
1724,199995.4
1725,246404.5
1726,190593.5
1727,159660.1
1728,186266.56
1729,168254.14
1730,159465.62
1731,120167.46
1732,133174.23
1733,117507.305
1734,125932.164
1735,138400.52
1736,110916.02
1737,362494.66
1738,208128.02
1739,300280.66
1740,197972.98
1741,173622.05
1742,162796.25
1743,173665.28
1744,296556.44
1745,220609.7
1746,252955.81
1747,239473.22
1748,220779.56
1749,149480.75
1750,125973.07
1751,249909.94
1752,122605.695
1753,140423.2
1754,218192.27
1755,168399.8
1756,116205.45
1757,119437.32
1758,153699.55
1759,166051.9
1760,164351.08
1761,138296.39
1762,169604.78
1763,181174.56
1764,121609.62
1765,172109.61
1766,181884.48
1767,215924.11
1768,148286.17
1769,177440.53
1770,147166.2
1771,137923.23
1772,135784.19
1773,129168.99
1774,141428.08
1775,133886.08
1776,135278.38
1777,104298.5
1778,145185.19
1779,121396.59
1780,186308.83
1781,141543.47
1782,86717.586
1783,137531.05
1784,97527.61
1785,126832.22
1786,160673.16
1787,162126.22
1788,66563.234
1789,122256.83
1790,90430.266
1791,208960.33
1792,149265.62
1793,140012.56
1794,145793.69
1795,133845.58
1796,125720.805
1797,131221.81
1798,127385.72
1799,108332.32
1800,136156.84
1801,126698.62
1802,153384.86
1803,141789.36
1804,139963.14
1805,138658.97
1806,119087.64
1807,144377.33
1808,122805.78
1809,114460.56
1810,132992.11
1811,98599.75
1812,107970.92
1813,112924.72
1814,100101.44
1815,59425.137
1816,96437.29
1817,117591.555
1818,156976.06
1819,132283.25
1820,61896.266
1821,122116.34
1822,166038.89
1823,53984.734
1824,136596.5
1825,125842.484
1826,98376.57
1827,103165.16
1828,125879.52
1829,128895.9
1830,139118.05
1831,178312.17
1832,95867.17
1833,135232.66
1834,119321.12
1835,146703.05
1836,124833.32
1837,96121.01
1838,131313.02
1839,82743.92
1840,133416.0
1841,137530.97
1842,72030.625
1843,140990.06
1844,140257.34
1845,141353.52
1846,159052.22
1847,157846.03
1848,60205.742
1849,111847.99
1850,124018.72
1851,154903.69
1852,131330.44
1853,134196.5
1854,169730.84
1855,149944.45
1856,223306.38
1857,168467.28
1858,136602.33
1859,115968.445
1860,140813.5
1861,115968.445
1862,334497.78
1863,328031.78
1864,328031.78
1865,347366.16
1866,344784.5
1867,246448.84
1868,330673.44
1869,192960.22
1870,253190.97
1871,265795.0
1872,174465.14
1873,214938.83
1874,148777.19
1875,216828.89
1876,185348.23
1877,218266.88
1878,208890.47
1879,130769.375
1880,128430.414
1881,236647.44
1882,257625.72
1883,194925.55
1884,212849.16
1885,269006.2
1886,340614.8
1887,206057.89
1888,279260.38
1889,168726.53
1890,140617.45
1891,137292.16
1892,104178.04
1893,145002.97
1894,128285.35
1895,145167.66
1896,122672.54
1897,100176.69
1898,109870.39
1899,156202.34
1900,150840.78
1901,173122.34
1902,146186.58
1903,218821.75
1904,148649.44
1905,202562.83
1906,167856.9
1907,202201.36
1908,116954.195
1909,143839.25
1910,130090.01
1911,212783.17
1912,312299.44
1913,152589.88
1914,82457.25
1915,308474.44
1916,81246.02
1917,277177.4
1918,142082.31
1919,163311.83
1920,153576.81
1921,411838.16
1922,337152.12
1923,210734.69
1924,228237.89
1925,220247.31
1926,414652.4
1927,140304.53
1928,151953.36
1929,116346.305
1930,132880.84
1931,138029.67
1932,138079.84
1933,174727.62
1934,177167.38
1935,174129.64
1936,196896.31
1937,185627.31
1938,165940.98
1939,243475.03
1940,201932.47
1941,175041.16
1942,189099.56
1943,213959.81
1944,363649.5
1945,400588.22
1946,157886.28
1947,305698.28
1948,215578.78
1949,240166.77
1950,176763.06
1951,282192.94
1952,243338.52
1953,168144.9
1954,213552.5
1955,128960.73
1956,306801.44
1957,156913.75
1958,317348.22
1959,134468.31
1960,119796.28
1961,114526.58
1962,100983.625
1963,105729.15
1964,107457.28
1965,159295.53
1966,152251.16
1967,286955.03
1968,402132.03
1969,407192.34
1970,501430.75
1971,487091.2
1972,399005.62
1973,276441.2
1974,334759.1
1975,314614.03
1976,271682.47
1977,412770.44
1978,420937.53
1979,339811.12
1980,188676.8
1981,359354.12
1982,223212.25
1983,209681.3
1984,170635.03
1985,215576.86
1986,209969.19
1987,175796.66
1988,179093.88
1989,193708.52
1990,228369.94
1991,215981.2
1992,213385.67
1993,175150.66
1994,253022.42
1995,180260.97
1996,258926.38
1997,347295.78
1998,359529.88
1999,262686.7
2000,342341.16
2001,276058.2
2002,234191.48
2003,275116.25
2004,282487.28
2005,246843.22
2006,233541.6
2007,244092.94
2008,205278.72
2009,188440.8
2010,197705.19
2011,146925.84
2012,177408.67
2013,188489.33
2014,187304.89
2015,199579.33
2016,191184.97
2017,205579.84
2018,128869.555
2019,132852.58
2020,110980.74
2021,112943.38
2022,190647.5
2023,134095.78
2024,236860.4
2025,342434.9
2026,175043.81
2027,157112.56
2028,166303.03
2029,156269.92
2030,260256.77
2031,256402.44
2032,279344.06
2033,265945.5
2034,172748.23
2035,206515.77
2036,189910.4
2037,207816.78
2038,281517.72
2039,227738.88
2040,394372.75
2041,273534.9
2042,194888.06
2043,178647.16
2044,176989.62
2045,206240.23
2046,138506.23
2047,144432.06
2048,139326.1
2049,138069.0
2050,193991.98
2051,110786.49
2052,136516.28
2053,147736.14
2054,84954.49
2055,163182.84
2056,133500.4
2057,125363.445
2058,211289.88
2059,138441.27
2060,166755.95
2061,195541.22
2062,133690.17
2063,126519.56
2064,140685.66
2065,136061.73
2066,177314.67
2067,121996.13
2068,150828.03
2069,92923.69
2070,103932.95
2071,97803.06
2072,130218.76
2073,138673.23
2074,180726.03
2075,153291.8
2076,125735.47
2077,151973.28
2078,128351.79
2079,138052.42
2080,111791.77
2081,124150.13
2082,129604.76
2083,138457.81
2084,105901.94
2085,116665.44
2086,126838.89
2087,123412.7
2088,103337.44
2089,77492.58
2090,138582.66
2091,122653.03
2092,115661.98
2093,128139.69
2094,136438.53
2095,148782.89
2096,83175.1
2097,99689.86
2098,148776.45
2099,63593.8
2100,94395.28
2101,119242.85
2102,135028.61
2103,97043.32
2104,140605.39
2105,119272.76
2106,73491.914
2107,221863.19
2108,115949.8
2109,114836.766
2110,125634.73
2111,150810.52
2112,132592.5
2113,113044.484
2114,107034.49
2115,143780.88
2116,112424.055
2117,142665.02
2118,122931.87
2119,105116.12
2120,108942.8
2121,84136.43
2122,101023.81
2123,83392.1
2124,177939.0
2125,128925.18
2126,160698.86
2127,156458.73
2128,130205.64
2129,104920.44
2130,140947.83
2131,159347.14
2132,113679.4
2133,121033.98
2134,118522.41
2135,106530.484
2136,66882.7
2137,125808.445
2138,137524.25
2139,157030.7
2140,145514.8
2141,140028.08
2142,133921.7
2143,134956.81
2144,134754.78
2145,142174.2
2146,171629.27
2147,133844.19
2148,151290.58
2149,160150.89
2150,225892.03
2151,129325.875
2152,176671.94
2153,169717.48
2154,118162.31
2155,137805.94
2156,254758.92
2157,227750.03
2158,250240.33
2159,232703.72
2160,173536.66
2161,242196.84
2162,392960.2
2163,355320.5
2164,258489.12
2165,186282.16
2166,148281.56
2167,224759.78
2168,204432.75
2169,198935.81
2170,212666.61
2171,147343.03
2172,140396.17
2173,163113.36
2174,239749.47
2175,330292.88
2176,322847.8
2177,247698.88
2178,219449.7
2179,142279.69
2180,212568.3
2181,188140.27
2182,226129.22
2183,187720.97
2184,132351.25
2185,133768.39
2186,130008.555
2187,155284.47
2188,159884.0
2189,203377.0
2190,83949.01
2191,87175.54
2192,88362.22
2193,114770.81
2194,108654.87
2195,120123.195
2196,122489.94
2197,116038.41
2198,156379.52
2199,173285.98
2200,150311.81
2201,152190.52
2202,219831.08
2203,145646.98
2204,189129.3
2205,115894.2
2206,148394.62
2207,237245.44
2208,257921.14
2209,227900.44
2210,128438.445
2211,113840.12
2212,109839.69
2213,106323.44
2214,119811.914
2215,105511.875
2216,149881.48
2217,96578.83
2218,87020.55
2219,84644.3
2220,84067.83
2221,308474.44
2222,252302.1
2223,317071.56
2224,222007.97
2225,121707.445
2226,182569.2
2227,197808.25
2228,283746.16
2229,245611.84
2230,145404.77
2231,207425.67
2232,180087.11
2233,174605.95
2234,265969.6
2235,229487.75
2236,280065.3
2237,369225.2
2238,189341.11
2239,123745.85
2240,166496.05
2241,164766.2
2242,130699.75
2243,129492.055
2244,112068.05
2245,116391.91
2246,147138.44
2247,113862.17
2248,115918.71
2249,119867.85
2250,139059.42
2251,132146.2
2252,170850.84
2253,151170.05
2254,170408.73
2255,188500.77
2256,190192.84
2257,190147.9
2258,174619.08
2259,169921.25
2260,161176.94
2261,200034.2
2262,223449.86
2263,391855.03
2264,426820.72
2265,188891.75
2266,294036.78
2267,383466.8
2268,396345.22
2269,153735.53
2270,199546.08
2271,226572.66
2272,225413.22
2273,175052.05
2274,170141.97
2275,166204.16
2276,186036.64
2277,178343.28
2278,146136.16
2279,140311.22
2280,125365.03
2281,167484.06
2282,194374.31
2283,108041.734
2284,117986.01
2285,153496.56
2286,120802.58
2287,362232.5
2288,277811.16
2289,383444.0
2290,483641.1
2291,360587.3
2292,425539.5
2293,453837.34
2294,465928.4
2295,428856.16
2296,293297.8
2297,324256.03
2298,344228.72
2299,405836.94
2300,337123.34
2301,285133.78
2302,230413.97
2303,243416.12
2304,241597.33
2305,169757.95
2306,173037.56
2307,176111.84
2308,225185.5
2309,281193.16
2310,213925.6
2311,202635.28
2312,180623.31
2313,176169.7
2314,184787.64
2315,180580.3
2316,193148.16
2317,181130.95
2318,178496.38
2319,180763.34
2320,193845.6
2321,249372.45
2322,173987.0
2323,186220.72
2324,172329.83
2325,207704.48
2326,176074.34
2327,228369.94
2328,237970.1
2329,183599.92
2330,175639.61
2331,424209.1
2332,447287.34
2333,391409.06
2334,258708.2
2335,284267.12
2336,387337.34
2337,197969.83
2338,291138.12
2339,231263.95
2340,417942.66
2341,210534.05
2342,240390.98
2343,221566.14
2344,240451.48
2345,241220.02
2346,225216.78
2347,191424.94
2348,238313.53
2349,165980.31
2350,303017.94
2351,247336.03
2352,261645.78
2353,243359.89
2354,130729.445
2355,158093.94
2356,153587.17
2357,199495.84
2358,194309.83
2359,131272.17
2360,105473.83
2361,137262.4
2362,277802.4
2363,145839.12
2364,169604.52
2365,231237.36
2366,205229.83
2367,224506.64
2368,205573.58
2369,218804.75
2370,164020.83
2371,162215.0
2372,181204.78
2373,284398.94
2374,313264.9
2375,263179.25
2376,298375.5
2377,364525.94
2378,153041.19
2379,188221.69
2380,135218.9
2381,168360.44
2382,199495.86
2383,205061.47
2384,252627.94
2385,158988.92
2386,139396.23
2387,141173.66
2388,116062.52
2389,125843.086
2390,150211.38
2391,143878.16
2392,113032.68
2393,170135.89
2394,155540.42
2395,196234.02
2396,152438.77
2397,217489.25
2398,134980.66
2399,73171.47
2400,61725.5
2401,105822.3
2402,144270.62
2403,139579.89
2404,143138.95
2405,154181.02
2406,143691.7
2407,124327.76
2408,145583.19
2409,130574.914
2410,161529.14
2411,117456.93
2412,171123.56
2413,136491.56
2414,141707.42
2415,133728.42
2416,137414.83
2417,144278.3
2418,125599.016
2419,117472.03
2420,123445.41
2421,153764.72
2422,127753.945
2423,131293.48
2424,152056.84
2425,258513.06
2426,130432.02
2427,131576.16
2428,176251.62
2429,120409.53
2430,129761.46
2431,112792.555
2432,148495.53
2433,149015.92
2434,137912.6
2435,145021.64
2436,107986.87
2437,104767.36
2438,124793.99
2439,118761.4
2440,121820.59
2441,104462.164
2442,104174.3
2443,111621.64
2444,119857.92
2445,77327.086
2446,127836.78
2447,198733.9
2448,136104.66
2449,104786.49
2450,151843.73
2451,121299.31
2452,208202.12
2453,97653.82
2454,126244.68
2455,116141.24
2456,132559.17
2457,116941.016
2458,122575.75
2459,102979.25
2460,134655.55
2461,109991.32
2462,130641.45
2463,122292.3
2464,162811.86
2465,139147.03
2466,114495.555
2467,146558.64
2468,75509.445
2469,70318.125
2470,191299.73
2471,212405.25
2472,168492.9
2473,117608.234
2474,90482.125
2475,235545.75
2476,116227.61
2477,123594.41
2478,164395.81
2479,112674.016
2480,142120.77
2481,133418.89
2482,134014.81
2483,118555.97
2484,114245.99
2485,120769.97
2486,153007.28
2487,173094.25
2488,154433.47
2489,158910.3
2490,147856.33
2491,93676.81
2492,182944.52
2493,142744.78
2494,163650.61
2495,101003.98
2496,221276.4
2497,149738.92
2498,109439.164
2499,105013.96
2500,131226.69
2501,135829.48
2502,157470.39
2503,97330.15
2504,195112.77
2505,243099.7
2506,251017.75
2507,316368.94
2508,251017.75
2509,213211.9
2510,230357.22
2511,176155.3
2512,208162.17
2513,219339.64
2514,238048.81
2515,146426.66
2516,175754.92
2517,146526.7
2518,147650.67
2519,229190.14
2520,197934.95
2521,189689.34
2522,222358.58
2523,128901.695
2524,137046.95
2525,142554.5
2526,135952.25
2527,119634.875
2528,134850.16
2529,141863.14
2530,121220.46
2531,245333.05
2532,239107.27
2533,199242.81
2534,239698.64
2535,340233.44
2536,247140.56
2537,244378.75
2538,189648.06
2539,188186.05
2540,171535.8
2541,189895.12
2542,160432.72
2543,128290.54
2544,123714.87
2545,135922.28
2546,136857.62
2547,136398.39
2548,153460.86
2549,151933.28
2550,298196.8
2551,139882.03
2552,116601.53
2553,70480.57
2554,117168.1
2555,127002.3
2556,106038.03
2557,118934.78
2558,156563.84
2559,136019.81
2560,138450.22
2561,146837.8
2562,126596.28
2563,149784.67
2564,182449.39
2565,150674.66
2566,163557.44
2567,117878.664
2568,202373.44
2569,214848.14
2570,128438.445
2571,179005.23
2572,186278.39
2573,227551.48
2574,292922.38
2575,134800.0
2576,121688.96
2577,144915.86
2578,87361.17
2579,72112.26
2580,133435.75
2581,118064.72
2582,116767.76
2583,250927.86
2584,168454.28
2585,189180.66
2586,228600.88
2587,197930.69
2588,154576.64
2589,144141.44
2590,210973.73
2591,210074.9
2592,209950.83
2593,258138.2
2594,180231.95
2595,221253.61
2596,350646.72
2597,192882.9
2598,274762.94
2599,358211.16
2600,221239.73
2601,144570.31
2602,90679.63
2603,110827.88
2604,96269.92
2605,75896.484
2606,147183.66
2607,182610.81
2608,203723.44
2609,160106.2
2610,108421.61
2611,140005.45
2612,152257.64
2613,138261.45
2614,136435.45
2615,153689.1
2616,144132.0
2617,190993.81
2618,209942.9
2619,213482.84
2620,183057.77
2621,182132.02
2622,179900.69
2623,251231.77
2624,300155.06
2625,315530.16
2626,163064.44
2627,183147.62
2628,448328.2
2629,592067.2
2630,353346.88
2631,476482.4
2632,456302.9
2633,306868.1
2634,419394.16
2635,158334.88
2636,184667.97
2637,192680.23
2638,271977.2
2639,202083.05
2640,153974.81
2641,100180.72
2642,205649.2
2643,106040.79
2644,134996.7
2645,108452.38
2646,102906.15
2647,103037.02
2648,140521.98
2649,142828.16
2650,146222.73
2651,150045.05
2652,448032.9
2653,247967.81
2654,241064.78
2655,406303.0
2656,320305.12
2657,349123.97
2658,301524.78
2659,312444.25
2660,351607.3
2661,369712.06
2662,373977.9
2663,298022.47
2664,267271.2
2665,336345.66
2666,281883.62
2667,172497.94
2668,187948.3
2669,171965.72
2670,291960.34
2671,189338.28
2672,179402.58
2673,194817.17
2674,190416.9
2675,175728.53
2676,190844.1
2677,189167.12
2678,270392.9
2679,285914.47
2680,302101.28
2681,455066.06
2682,363683.97
2683,586407.6
2684,309021.66
2685,371964.22
2686,255877.14
2687,315061.47
2688,228436.98
2689,222858.06
2690,483261.16
2691,186399.14
2692,132113.03
2693,202634.08
2694,140784.64
2695,188738.39
2696,187295.03
2697,171707.66
2698,199137.06
2699,191970.92
2700,160781.53
2701,159762.81
2702,115763.71
2703,145856.23
2704,142388.97
2705,123035.28
2706,119986.61
2707,124550.555
2708,136941.86
2709,115873.2
2710,122683.97
2711,318103.4
2712,400449.62
2713,166863.77
2714,161832.95
2715,162215.0
2716,158512.95
2717,178482.83
2718,229001.92
2719,159806.34
2720,174132.98
2721,138540.47
2722,160637.84
2723,155578.38
2724,136124.6
2725,133767.14
2726,139518.47
2727,189162.58
2728,172927.89
2729,152474.28
2730,139228.97
2731,128220.17
2732,123443.62
2733,161781.05
2734,155734.03
2735,138549.44
2736,145511.36
2737,123718.69
2738,133728.42
2739,165706.97
2740,139199.94
2741,148497.0
2742,150335.62
2743,146631.98
2744,153606.69
2745,146541.81
2746,148380.19
2747,148996.55
2748,122873.01
2749,135534.92
2750,138805.58
2751,141489.6
2752,229068.48
2753,151835.61
2754,285318.16
2755,123049.84
2756,107075.08
2757,71281.055
2758,80591.62
2759,152050.97
2760,126064.7
2761,144245.39
2762,151101.72
2763,183663.44
2764,175997.84
2765,282924.3
2766,136456.11
2767,96434.28
2768,126654.0
2769,139667.8
2770,144152.44
2771,114771.23
2772,116338.8
2773,153068.55
2774,136700.98
2775,126443.46
2776,141362.44
2777,144466.31
2778,119230.516
2779,135075.17
2780,102293.9
2781,95349.93
2782,98340.69
2783,101472.58
2784,119867.44
2785,122263.26
2786,76556.97
2787,122461.63
2788,81310.84
2789,182451.69
2790,91382.67
2791,116729.195
2792,68339.66
2793,164587.88
2794,103772.734
2795,110713.414
2796,106320.625
2797,221340.75
2798,108925.77
2799,103903.52
2800,74085.99
2801,111657.4
2802,140207.28
2803,180292.61
2804,149337.19
2805,101150.914
2806,77646.6
2807,156118.11
2808,151201.64
2809,134744.66
2810,137545.31
2811,151786.12
2812,146353.81
2813,174212.19
2814,173911.2
2815,116856.46
2816,231335.73
2817,150137.23
2818,130769.664
2819,172204.14
2820,135249.23
2821,103811.81
2822,200905.56
2823,335290.7
2824,176643.62
2825,162675.86
2826,134298.06
2827,139418.52
2828,226408.36
2829,201201.2
2830,233288.72
2831,184095.27
2832,241297.14
2833,304135.3
2834,213008.55
2835,215759.6
2836,187190.7
2837,170809.38
2838,154596.16
2839,187582.08
2840,201777.95
2841,205056.6
2842,233431.5
2843,147211.84
2844,159342.72
2845,117032.63
2846,208400.66
2847,190244.31
2848,226797.03
2849,214383.34
2850,313225.97
2851,241863.97
2852,257589.48
2853,249352.23
2854,142279.69
2855,206277.92
2856,201126.36
2857,188861.75
2858,193950.7
2859,130751.52
2860,126949.64
2861,133718.0
2862,191043.95
2863,130402.38
2864,251991.64
2865,138251.14
2866,145966.64
2867,98263.266
2868,93151.266
2869,112750.17
2870,133655.84
2871,107152.27
2872,51565.766
2873,114939.7
2874,131293.03
2875,116291.83
2876,162745.8
2877,136004.67
2878,174267.73
2879,137043.42
2880,97751.38
2881,161440.05
2882,168932.81
2883,193219.97
2884,197665.75
2885,180087.03
2886,211489.06
2887,102893.28
2888,132615.22
2889,63530.355
2890,85408.38
2891,132168.53
2892,83469.8
2893,111316.914
2894,72832.016
2895,312135.4
2896,276299.7
2897,221115.02
2898,150077.6
2899,239357.39
2900,156621.86
2901,218987.23
2902,193013.81
2903,356010.34
2904,379901.3
2905,97672.24
2906,185853.16
2907,111193.77
2908,138941.2
2909,155868.22
2910,95909.08
2911,90679.63
2912,147736.67
2913,86689.86
2914,83165.195
2915,87294.83
2916,87430.625
2917,169415.8
2918,126565.47
2919,226829.36
